SITE CODE= 41329éÖãõêÏésàÍÇÃã{          ,37.4962,137.2705, 15.86,7.6,45292.6738723, 12.58, 21.45
 LAT.=   37.0388
 LON.=  137.8633
 SAMPLING RATE= 100Hz
 UNIT  = gal(cm/s/s)
INITIAL TIME = 2024 01 01 16 10 10
 NS,EW,UD
-2.028,2.237,-0.515
-2.584,1.259,0.202
-2.551,0.301,0.869
-2.012,-0.243,1.356
-1.186,-0.385,1.707
-0.252,-0.424,2.000
0.668,-0.597,2.188
1.423,-0.887,2.143
1.842,-1.140,1.851
1.902,-1.335,1.495
1.810,-1.659,1.293
1.858,-2.324,1.297
2.140,-3.306,1.374
2.460,-4.283,1.359
2.532,-4.849,1.164
2.241,-4.811,0.707
1.691,-4.309,-0.100
1.006,-3.679,-1.208
0.181,-3.185,-2.262
-0.845,-2.889,-2.771
-1.998,-2.740,-2.530
-3.026,-2.744,-1.868
-3.660,-2.953,-1.363
-3.823,-3.277,-1.279
-3.646,-3.377,-1.370
-3.312,-2.878,-1.225
-2.903,-1.743,-0.774
-2.404,-0.428,-0.339
-1.791,0.442,-0.231
-1.115,0.563,-0.401
-0.482,0.127,-0.532
0.005,-0.476,-0.393
0.305,-1.068,-0.043
0.465,-1.737,0.298
0.592,-2.546,0.494
0.783,-3.299,0.565
1.042,-3.661,0.591
1.280,-3.490,0.561
1.395,-2.976,0.336
1.365,-2.412,-0.259
1.230,-1.896,-1.252
1.004,-1.283,-2.388
0.626,-0.416,-3.175
0.024,0.673,-3.201
-0.784,1.792,-2.498
-1.680,2.756,-1.594
-2.543,3.465,-1.144
-3.321,3.838,-1.423
-4.004,3.772,-2.135
-4.547,3.234,-2.689
-4.868,2.389,-2.644
-4.902,1.586,-1.957
-4.640,1.148,-0.908
-4.110,1.152,0.123
-3.328,1.380,0.846
-2.326,1.466,1.168
-1.230,1.118,1.195
-0.274,0.291,1.123
0.311,-0.793,1.065
0.456,-1.773,0.950
0.325,-2.337,0.640
0.214,-2.379,0.135
0.329,-2.013,-0.392
0.624,-1.454,-0.789
0.845,-0.911,-1.115
0.749,-0.519,-1.546
0.329,-0.308,-2.112
-0.166,-0.177,-2.577
-0.428,0.097,-2.642
-0.312,0.729,-2.239
0.113,1.766,-1.582
0.675,3.030,-0.931
1.227,4.267,-0.408
1.653,5.324,-0.024
1.849,6.191,0.190
1.765,6.844,0.178
1.507,7.115,-0.024
1.325,6.770,-0.245
1.418,5.736,-0.291
1.712,4.246,-0.097
1.898,2.746,0.254
1.710,1.648,0.594
1.224,1.116,0.753
0.804,1.034,0.632
0.771,1.131,0.288
1.093,1.152,-0.054
1.430,1.008,-0.178
1.441,0.822,-0.097
1.028,0.842,-0.063
0.287,1.248,-0.272
-0.700,1.992,-0.591
-1.933,2.806,-0.661
-3.357,3.370,-0.303
-4.740,3.509,0.260
-5.756,3.233,0.648
-6.218,2.672,0.740
-6.191,1.984,0.762
-5.875,1.323,0.952
-5.407,0.829,1.243
-4.824,0.565,1.341
-4.177,0.474,1.076
-3.600,0.415,0.565
-3.239,0.295,0.040
-3.104,0.155,-0.400
-3.048,0.128,-0.813
-2.872,0.327,-1.220
-2.434,0.794,-1.488
-1.685,1.521,-1.412
-0.664,2.457,-0.899
0.492,3.449,-0.055
1.535,4.214,0.850
2.197,4.474,1.507
2.327,4.173,1.746
2.000,3.559,1.677
1.465,2.983,1.647
1.013,2.604,1.956
0.837,2.286,2.532
0.981,1.795,2.956
1.353,1.083,2.868
1.780,0.367,2.389
2.111,-0.053,2.014
2.295,-0.019,2.062
2.356,0.422,2.268
2.281,1.124,2.044
1.951,1.953,1.164
1.238,2.799,0.094
0.184,3.526,-0.444
-0.955,3.985,-0.203
-1.905,4.089,0.357
-2.622,3.899,0.594
-3.305,3.611,0.339
-4.108,3.441,-0.015
-4.863,3.475,-0.013
-5.153,3.605,0.384
-4.691,3.602,0.845
-3.641,3.291,1.039
-2.517,2.706,0.897
-1.784,2.078,0.546
-1.530,1.664,0.158
-1.521,1.555,-0.086
-1.486,1.650,-0.006
-1.317,1.787,0.438
-1.017,1.897,0.984
-0.562,2.037,1.175
0.075,2.289,0.744
0.782,2.647,-0.103
1.272,2.997,-0.825
1.289,3.184,-1.013
0.873,3.084,-0.705
0.378,2.640,-0.256
0.175,1.877,0.025
0.316,0.930,0.110
0.526,0.037,0.151
0.507,-0.547,0.248
0.238,-0.697,0.353
-0.024,-0.514,0.373
-0.032,-0.272,0.306
0.208,-0.201,0.254
0.486,-0.293,0.317
0.622,-0.298,0.480
0.599,0.069,0.613
0.469,0.858,0.589
0.203,1.809,0.419
-0.284,2.514,0.296
-0.947,2.696,0.451
-1.524,2.367,0.965
-1.700,1.747,1.627
-1.374,1.058,2.045
-0.740,0.375,1.918
-0.092,-0.342,1.303
0.412,-1.127,0.606
0.780,-1.898,0.259
1.038,-2.484,0.331
1.106,-2.724,0.449
0.891,-2.585,0.118
0.437,-2.192,-0.819
-0.054,-1.765,-2.001
-0.384,-1.466,-2.832
-0.518,-1.302,-2.940
-0.578,-1.133,-2.406
-0.695,-0.819,-1.602
-0.879,-0.356,-0.888
-1.044,0.102,-0.454
-1.129,0.373,-0.348
-1.181,0.392,-0.499
-1.311,0.259,-0.687
-1.588,0.143,-0.605
-1.967,0.136,-0.102
-2.307,0.182,0.619
-2.455,0.143,1.127
-2.323,-0.051,1.142
-1.913,-0.280,0.802
-1.307,-0.289,0.476
-0.664,0.123,0.364
-0.184,0.904,0.316
-0.054,1.742,0.070
-0.330,2.287,-0.409
-0.858,2.378,-0.867
-1.299,2.104,-1.022
-1.312,1.647,-0.847
-0.753,1.112,-0.580
0.226,0.507,-0.494
1.275,-0.163,-0.647
2.058,-0.828,-0.837
2.431,-1.397,-0.776
2.469,-1.846,-0.367
2.354,-2.225,0.177
2.218,-2.591,0.484
2.058,-2.945,0.355
1.773,-3.236,-0.044
1.290,-3.394,-0.333
0.680,-3.361,-0.273
0.182,-3.082,0.044
0.086,-2.550,0.367
0.562,-1.855,0.579
1.518,-1.193,0.762
2.617,-0.750,0.999
3.424,-0.553,1.198
3.628,-0.431,1.184
3.199,-0.177,0.957
2.383,0.211,0.752
1.535,0.485,0.809
0.895,0.359,1.103
0.458,-0.188,1.345
0.030,-0.840,1.290
-0.576,-1.194,0.990
-1.370,-1.111,0.721
-2.171,-0.819,0.683
-2.746,-0.687,0.803
-2.982,-0.899,0.879
-2.940,-1.338,0.840
-2.784,-1.739,0.831
-2.640,-1.933,1.017
-2.521,-1.950,1.359
-2.362,-1.960,1.630
-2.107,-2.138,1.635
-1.770,-2.556,1.390
-1.411,-3.114,1.081
-1.070,-3.549,0.895
-0.755,-3.573,0.908
-0.478,-3.080,1.102
-0.279,-2.267,1.427
-0.159,-1.517,1.821
-0.011,-1.119,2.177
0.355,-1.070,2.353
1.033,-1.137,2.232
1.893,-1.092,1.802
2.657,-0.897,1.216
3.124,-0.712,0.744
3.328,-0.755,0.637
3.434,-1.160,0.951
3.528,-1.889,1.511
3.530,-2.736,2.023
3.321,-3.449,2.247
2.914,-3.915,2.113
2.450,-4.241,1.716
2.053,-4.618,1.276
1.713,-5.053,1.045
1.343,-5.272,1.143
0.902,-4.947,1.419
0.451,-4.038,1.522
0.068,-2.882,1.197
-0.255,-1.930,0.551
-0.614,-1.445,-0.043
-1.081,-1.426,-0.313
-1.587,-1.768,-0.347
-1.926,-2.371,-0.419
-1.903,-3.066,-0.615
-1.509,-3.551,-0.702
-0.963,-3.527,-0.400
-0.555,-2.950,0.277
-0.423,-2.098,0.990
-0.474,-1.342,1.395
-0.517,-0.854,1.450
-0.425,-0.532,1.409
-0.153,-0.209,1.536
0.342,0.122,1.832
1.141,0.303,2.012
2.216,0.184,1.767
3.290,-0.187,1.044
3.914,-0.577,0.103
3.765,-0.759,-0.710
2.912,-0.740,-1.236
1.784,-0.799,-1.543
0.862,-1.257,-1.707
0.357,-2.144,-1.652
0.128,-3.090,-1.241
-0.123,-3.598,-0.515
-0.571,-3.470,0.264
-1.132,-2.987,0.831
-1.567,-2.604,1.138
-1.706,-2.505,1.308
-1.605,-2.474,1.425
-1.472,-2.219,1.443
-1.454,-1.763,1.320
-1.501,-1.444,1.143
-1.443,-1.516,1.040
-1.170,-1.835,1.019
-0.715,-1.975,0.960
-0.174,-1.661,0.771
0.392,-1.030,0.501
0.941,-0.460,0.257
1.365,-0.173,0.094
1.531,-0.066,0.018
1.443,0.081,0.098
1.323,0.289,0.462
1.444,0.333,1.133
1.845,-0.003,1.911
2.255,-0.670,2.452
2.342,-1.400,2.502
2.044,-1.955,2.053
1.645,-2.298,1.323
1.497,-2.492,0.605
1.697,-2.513,0.133
2.003,-2.250,-0.007
2.064,-1.716,0.111
1.699,-1.153,0.303
0.996,-0.853,0.375
0.187,-0.849,0.223
-0.521,-0.876,-0.126
-1.049,-0.651,-0.538
-1.416,-0.186,-0.815
-1.686,0.244,-0.787
-1.916,0.429,-0.436
-2.115,0.442,0.056
-2.199,0.505,0.419
-2.006,0.686,0.518
-1.409,0.806,0.462
-0.486,0.660,0.476
0.444,0.279,0.667
0.988,-0.098,0.911
0.968,-0.289,1.001
0.556,-0.385,0.823
0.108,-0.639,0.423
-0.165,-1.209,-0.075
-0.365,-1.985,-0.544
-0.740,-2.691,-0.876
-1.377,-3.108,-0.990
-2.058,-3.214,-0.875
-2.435,-3.131,-0.604
-2.310,-2.988,-0.311
-1.744,-2.843,-0.132
-0.948,-2.715,-0.171
-0.098,-2.632,-0.446
0.719,-2.603,-0.829
1.443,-2.544,-1.038
1.978,-2.254,-0.812
2.233,-1.551,-0.136
2.206,-0.450,0.679
1.990,0.762,1.237
1.693,1.692,1.374
1.334,2.118,1.260
0.846,2.132,1.194
0.182,2.029,1.329
-0.563,2.029,1.607
-1.177,2.128,1.898
-1.476,2.177,2.150
-1.443,2.087,2.375
-1.216,1.918,2.546
-0.943,1.775,2.554
-0.669,1.665,2.280
-0.380,1.504,1.716
-0.107,1.256,1.020
0.074,0.997,0.425
0.146,0.821,0.081
0.216,0.656,-0.050
0.394,0.303,-0.146
0.615,-0.333,-0.356
0.606,-1.023,-0.690
0.143,-1.306,-1.046
-0.686,-0.858,-1.319
-1.490,0.219,-1.442
-1.871,1.492,-1.360
-1.719,2.560,-1.031
-1.215,3.338,-0.517
-0.585,3.994,-0.048
0.103,4.671,0.125
0.890,5.326,-0.039
1.750,5.818,-0.271
2.507,6.074,-0.200
2.933,6.117,0.348
2.888,5.943,1.219
2.362,5.454,2.066
1.434,4.550,2.579
0.246,3.281,2.600
-0.963,1.843,2.146
-1.878,0.424,1.404
-2.215,-0.921,0.706
-1.881,-2.232,0.395
-1.010,-3.495,0.600
0.154,-4.591,1.109
1.411,-5.388,1.488
2.654,-5.856,1.390
3.782,-6.075,0.796
4.620,-6.136,-0.014
4.954,-6.083,-0.702
4.693,-5.946,-1.097
3.990,-5.780,-1.239
3.196,-5.607,-1.245
2.649,-5.286,-1.168
2.448,-4.483,-0.963
2.410,-2.829,-0.594
2.212,-0.167,-0.119
1.626,3.309,0.318
0.658,7.128,0.603
-0.478,10.716,0.748
-1.526,13.572,0.860
-2.324,15.349,1.023
-2.846,15.889,1.207
-3.116,15.228,1.298
-3.115,13.556,1.218
-2.759,11.131,0.986
-1.968,8.244,0.688
-0.767,5.268,0.385
0.678,2.677,0.074
2.089,0.914,-0.301
3.179,0.111,-0.785
3.745,-0.062,-1.359
3.757,-0.202,-1.904
3.346,-0.747,-2.251
2.729,-1.654,-2.294
2.048,-2.475,-2.108
1.286,-2.740,-1.931
0.328,-2.264,-1.966
-0.849,-1.199,-2.183
-2.017,0.105,-2.315
-2.710,1.244,-2.111
-2.464,1.839,-1.568
-1.100,1.664,-0.936
1.126,0.797,-0.471
3.599,-0.350,-0.229
5.628,-1.234,-0.083
6.741,-1.512,0.081
6.848,-1.211,0.254
6.184,-0.598,0.374
5.110,0.078,0.446
3.902,0.724,0.541
2.686,1.322,0.662
1.511,1.793,0.688
0.464,2.000,0.476
-0.300,1.873,0.032
-0.632,1.499,-0.455
-0.506,1.091,-0.748
-0.043,0.855,-0.744
0.560,0.903,-0.521
1.147,1.224,-0.238
1.689,1.705,-0.012
2.272,2.162,0.131
3.020,2.411,0.207
3.976,2.347,0.200
5.029,1.991,0.063
5.922,1.424,-0.201
6.372,0.692,-0.451
6.234,-0.190,-0.451
5.602,-1.126,-0.089
4.757,-1.821,0.426
3.993,-1.872,0.658
3.448,-1.029,0.311
3.066,0.561,-0.466
2.677,2.381,-1.205
2.146,3.799,-1.591
1.449,4.386,-1.757
0.689,4.056,-2.049
0.048,3.012,-2.540
-0.278,1.601,-2.875
-0.166,0.186,-2.658
0.365,-0.948,-1.921
1.131,-1.655,-1.104
1.859,-1.928,-0.588
2.321,-1.871,-0.308
2.460,-1.633,0.088
2.403,-1.379,0.767
2.345,-1.285,1.474
2.387,-1.481,1.786
2.456,-1.967,1.548
2.384,-2.561,1.028
2.080,-2.967,0.635
1.659,-2.935,0.517
1.376,-2.404,0.433
1.426,-1.518,0.018
1.782,-0.548,-0.812
2.233,0.219,-1.729
2.586,0.589,-2.269
2.808,0.549,-2.242
2.995,0.303,-1.874
3.204,0.174,-1.523
3.356,0.404,-1.287
3.313,0.990,-0.939
3.001,1.702,-0.261
2.437,2.262,0.624
1.640,2.522,1.328
0.601,2.492,1.570
-0.625,2.228,1.435
-1.818,1.746,1.239
-2.665,1.029,1.193
-2.977,0.095,1.257
-2.825,-0.965,1.277
-2.427,-2.024,1.192
-1.901,-2.968,1.045
-1.190,-3.730,0.879
-0.222,-4.308,0.687
0.886,-4.759,0.454
1.830,-5.160,0.194
2.343,-5.528,-0.103
2.379,-5.739,-0.496
2.105,-5.571,-1.008
1.734,-4.857,-1.528
1.406,-3.660,-1.860
1.192,-2.277,-1.905
1.144,-1.067,-1.757
1.276,-0.208,-1.591
1.511,0.411,-1.452
1.703,1.073,-1.228
1.736,1.972,-0.811
1.629,3.049,-0.236
1.500,4.017,0.358
1.452,4.552,0.876
1.452,4.495,1.287
1.370,3.913,1.522
1.108,3.007,1.434
0.704,1.991,0.935
0.324,0.997,0.154
0.135,0.055,-0.599
0.203,-0.877,-1.063
0.469,-1.876,-1.198
0.794,-2.977,-1.148
1.006,-4.124,-1.097
0.953,-5.165,-1.159
0.568,-5.919,-1.366
-0.066,-6.251,-1.645
-0.705,-6.107,-1.809
-1.065,-5.510,-1.637
-0.967,-4.557,-1.069
-0.431,-3.428,-0.320
0.377,-2.367,0.260
1.241,-1.584,0.501
1.966,-1.136,0.548
2.385,-0.910,0.682
2.382,-0.737,0.987
1.952,-0.563,1.246
1.225,-0.494,1.148
0.429,-0.663,0.589
-0.221,-1.049,-0.243
-0.620,-1.451,-1.017
-0.816,-1.631,-1.476
-0.976,-1.487,-1.531
-1.286,-1.081,-1.260
-1.823,-0.546,-0.860
-2.474,0.020,-0.557
-2.984,0.546,-0.460
-3.128,0.929,-0.474
-2.897,1.061,-0.379
-2.510,0.904,-0.053
-2.262,0.533,0.378
-2.302,0.054,0.629
-2.546,-0.494,0.497
-2.748,-1.118,0.002
-2.659,-1.748,-0.669
-2.188,-2.182,-1.294
-1.457,-2.196,-1.689
-0.740,-1.734,-1.720
-0.310,-0.979,-1.361
-0.284,-0.230,-0.750
-0.573,0.291,-0.140
-0.994,0.538,0.267
-1.414,0.574,0.430
-1.803,0.483,0.406
-2.158,0.334,0.195
-2.410,0.219,-0.262
-2.452,0.268,-0.935
-2.264,0.577,-1.616
-1.977,1.128,-2.038
-1.786,1.738,-2.104
-1.790,2.135,-1.944
-1.937,2.115,-1.731
-2.100,1.670,-1.498
-2.194,1.011,-1.166
-2.195,0.442,-0.727
-2.069,0.169,-0.339
-1.743,0.163,-0.204
-1.166,0.200,-0.381
-0.401,0.015,-0.751
0.376,-0.537,-1.144
0.981,-1.435,-1.468
1.336,-2.538,-1.693
1.492,-3.669,-1.769
1.535,-4.627,-1.615
1.492,-5.208,-1.209
1.296,-5.260,-0.672
0.846,-4.768,-0.223
0.117,-3.883,-0.032
-0.792,-2.844,-0.114
-1.676,-1.827,-0.331
-2.353,-0.896,-0.485
-2.755,-0.047,-0.431
-2.936,0.708,-0.143
-2.986,1.324,0.264
-2.957,1.795,0.596
-2.865,2.197,0.694
-2.751,2.640,0.553
-2.685,3.158,0.334
-2.685,3.656,0.238
-2.670,3.971,0.337
-2.504,3.988,0.524
-2.140,3.726,0.632
-1.686,3.316,0.596
-1.330,2.905,0.486
-1.196,2.571,0.378
-1.265,2.310,0.236
-1.444,2.095,-0.040
-1.680,1.962,-0.439
-1.979,2.027,-0.752
-2.342,2.405,-0.733
-2.681,3.082,-0.375
-2.857,3.867,0.020
-2.791,4.493,0.087
-2.535,4.800,-0.239
-2.240,4.835,-0.656
-2.035,4.777,-0.781
-1.937,4.749,-0.493
-1.878,4.700,0.004
-1.814,4.455,0.447
-1.790,3.877,0.744
-1.890,2.959,0.949
-2.114,1.786,1.077
-2.334,0.448,1.036
-2.405,-0.986,0.744
-2.322,-2.408,0.274
-2.244,-3.629,-0.175
-2.337,-4.432,-0.430
-2.590,-4.690,-0.482
-2.811,-4.425,-0.449
-2.812,-3.758,-0.467
-2.568,-2.816,-0.565
-2.190,-1.693,-0.649
-1.757,-0.497,-0.582
-1.213,0.615,-0.304
-0.479,1.481,0.089
0.393,2.010,0.392
1.181,2.229,0.432
1.639,2.237,0.178
1.661,2.120,-0.249
1.313,1.923,-0.674
0.726,1.701,-0.985
-0.008,1.550,-1.207
-0.820,1.576,-1.461
-1.593,1.788,-1.824
-2.152,2.060,-2.196
-2.348,2.201,-2.343
-2.183,2.105,-2.113
-1.816,1.831,-1.650
-1.460,1.557,-1.296
-1.242,1.434,-1.256
-1.156,1.486,-1.362
-1.136,1.618,-1.245
-1.149,1.690,-0.740
-1.216,1.573,-0.081
-1.378,1.184,0.356
-1.660,0.523,0.427
-2.085,-0.269,0.293
-2.666,-0.924,0.163
-3.340,-1.166,0.067
-3.901,-0.876,-0.083
-4.063,-0.158,-0.275
-3.656,0.765,-0.362
-2.790,1.722,-0.261
-1.814,2.651,-0.111
-1.062,3.523,-0.173
-0.626,4.247,-0.596
-0.361,4.696,-1.273
-0.095,4.804,-1.929
0.201,4.614,-2.317
0.419,4.215,-2.360
0.468,3.661,-2.165
0.378,2.984,-1.948
0.250,2.276,-1.889
0.136,1.703,-2.004
-0.007,1.391,-2.159
-0.268,1.298,-2.212
-0.692,1.222,-2.157
-1.253,0.977,-2.110
-1.868,0.566,-2.139
-2.422,0.172,-2.151
-2.795,-0.029,-1.973
-2.908,-0.036,-1.535
-2.771,-0.005,-0.939
-2.493,-0.082,-0.355
-2.212,-0.252,0.119
-1.994,-0.381,0.470
-1.796,-0.373,0.702
-1.517,-0.290,0.807
-1.106,-0.291,0.797
-0.621,-0.454,0.714
-0.187,-0.684,0.564
0.107,-0.788,0.284
0.269,-0.649,-0.170
0.397,-0.326,-0.694
0.585,0.013,-1.076
0.835,0.225,-1.195
1.056,0.259,-1.174
1.132,0.142,-1.260
1.022,-0.071,-1.568
0.804,-0.289,-1.943
0.617,-0.373,-2.124
0.579,-0.170,-2.006
0.732,0.372,-1.714
1.036,1.129,-1.441
1.417,1.837,-1.250
1.803,2.250,-1.051
2.131,2.271,-0.721
2.348,1.975,-0.227
2.419,1.548,0.340
2.350,1.179,0.797
2.200,0.993,0.968
2.047,1.000,0.783
1.941,1.102,0.371
1.877,1.166,0.008
1.821,1.130,-0.071
1.767,1.054,0.146
1.756,1.046,0.460
1.854,1.134,0.646
2.100,1.211,0.631
2.489,1.126,0.510
2.975,0.817,0.426
3.475,0.346,0.461
3.879,-0.189,0.610
4.072,-0.747,0.820
3.976,-1.340,1.016
3.584,-1.958,1.141
2.975,-2.540,1.184
2.274,-3.009,1.177
1.615,-3.328,1.155
1.093,-3.486,1.116
0.729,-3.470,1.043
0.458,-3.259,0.956
0.195,-2.869,0.911
-0.092,-2.362,0.925
-0.332,-1.801,0.932
-0.416,-1.202,0.844
-0.301,-0.552,0.653
-0.057,0.120,0.463
0.200,0.726,0.403
0.414,1.179,0.494
0.618,1.488,0.630
0.878,1.753,0.669
1.222,2.088,0.565
1.621,2.522,0.398
2.015,2.988,0.314
2.325,3.368,0.398
2.470,3.547,0.605
2.394,3.441,0.792
2.108,3.027,0.844
1.696,2.363,0.763
1.273,1.575,0.645
0.909,0.800,0.576
0.633,0.118,0.541
0.476,-0.467,0.454
0.500,-0.996,0.263
0.744,-1.490,0.005
1.158,-1.939,-0.237
1.598,-2.313,-0.427
1.908,-2.599,-0.599
2.014,-2.801,-0.789
1.943,-2.941,-0.969
1.776,-3.034,-1.079
1.583,-3.077,-1.102
1.429,-3.062,-1.106
1.378,-2.988,-1.183
1.492,-2.866,-1.346
1.775,-2.699,-1.518
2.157,-2.467,-1.595
2.514,-2.149,-1.519
2.748,-1.789,-1.304
2.838,-1.516,-1.010
2.837,-1.478,-0.719
2.815,-1.734,-0.524
2.825,-2.189,-0.471
2.886,-2.661,-0.510
2.994,-3.005,-0.528
3.111,-3.182,-0.462
3.174,-3.216,-0.371
3.126,-3.105,-0.376
2.965,-2.800,-0.507
2.752,-2.275,-0.664
2.543,-1.599,-0.728
2.312,-0.920,-0.700
1.951,-0.371,-0.680
1.372,0.012,-0.739
0.607,0.276,-0.840
-0.169,0.470,-0.920
-0.745,0.583,-0.985
-0.998,0.571,-1.088
-0.961,0.401,-1.227
-0.775,0.098,-1.326
-0.598,-0.286,-1.329
-0.519,-0.698,-1.268
-0.530,-1.085,-1.195
-0.569,-1.387,-1.085
-0.579,-1.557,-0.856
-0.547,-1.596,-0.530
-0.491,-1.565,-0.279
-0.414,-1.545,-0.309
-0.297,-1.568,-0.651
-0.121,-1.594,-1.090
0.095,-1.558,-1.327
0.303,-1.437,-1.209
0.464,-1.283,-0.835
0.586,-1.177,-0.469
0.704,-1.173,-0.348
0.842,-1.266,-0.518
1.001,-1.400,-0.801
1.158,-1.495,-0.922
1.300,-1.476,-0.715
1.417,-1.317,-0.262
1.495,-1.073,0.154
1.517,-0.869,0.253
1.479,-0.819,-0.038
1.387,-0.944,-0.545
1.248,-1.158,-1.002
1.070,-1.354,-1.250
0.875,-1.494,-1.309
0.722,-1.621,-1.292
0.683,-1.796,-1.259
0.802,-2.032,-1.172
1.048,-2.294,-0.963
1.327,-2.544,-0.648
1.521,-2.747,-0.337
1.538,-2.876,-0.147
1.343,-2.905,-0.106
0.986,-2.841,-0.132
0.599,-2.738,-0.102
0.337,-2.649,0.055
0.276,-2.578,0.312
0.363,-2.458,0.577
0.466,-2.224,0.747
0.506,-1.885,0.776
0.505,-1.534,0.693
0.529,-1.283,0.581
0.569,-1.177,0.507
0.543,-1.174,0.481
0.403,-1.187,0.475
0.228,-1.163,0.480
0.164,-1.114,0.530
0.284,-1.095,0.671
0.517,-1.122,0.883
0.722,-1.128,1.078
0.815,-0.990,1.168
0.798,-0.634,1.154
0.705,-0.111,1.120
0.548,0.421,1.163
0.325,0.801,1.291
0.059,0.970,1.425
-0.209,0.972,1.460
-0.454,0.879,1.341
-0.669,0.710,1.113
-0.840,0.436,0.905
-0.960,0.062,0.876
-1.053,-0.342,1.118
-1.188,-0.680,1.583
-1.415,-0.912,2.077
-1.701,-1.076,2.378
-1.950,-1.218,2.389
-2.106,-1.314,2.199
-2.210,-1.284,2.006
-2.344,-1.102,1.948
-2.514,-0.874,2.001
-2.642,-0.780,2.023
-2.654,-0.910,1.891
-2.565,-1.170,1.617
-2.426,-1.342,1.334
-2.215,-1.262,1.177
-1.809,-0.936,1.168
-1.119,-0.507,1.207
-0.231,-0.123,1.187
0.610,0.149,1.104
1.174,0.314,1.049
1.395,0.367,1.077
1.387,0.282,1.121
1.313,0.066,1.051
1.257,-0.200,0.825
1.191,-0.397,0.549
1.020,-0.459,0.367
0.656,-0.432,0.322
0.097,-0.426,0.349
-0.546,-0.503,0.386
-1.086,-0.607,0.434
-1.366,-0.614,0.498
-1.364,-0.437,0.517
-1.194,-0.097,0.428
-1.024,0.296,0.307
-0.967,0.618,0.354
-1.054,0.793,0.695
-1.259,0.796,1.187
-1.525,0.635,1.493
-1.766,0.340,1.390
-1.896,-0.041,0.993
-1.885,-0.436,0.633
-1.793,-0.762,0.540
-1.733,-0.935,0.648
-1.770,-0.888,0.724
-1.863,-0.589,0.614
-1.905,-0.066,0.362
-1.823,0.574,0.102
-1.608,1.168,-0.073
-1.284,1.566,-0.134
-0.852,1.710,-0.071
-0.310,1.658,0.116
0.293,1.548,0.359
0.843,1.502,0.530
1.225,1.544,0.552
1.408,1.582,0.486
1.441,1.477,0.462
1.392,1.154,0.525
1.285,0.671,0.580
1.098,0.196,0.516
0.808,-0.105,0.350
0.419,-0.172,0.206
-0.044,-0.068,0.161
-0.547,0.114,0.148
-1.042,0.312,0.045
-1.459,0.514,-0.175
-1.729,0.706,-0.406
-1.825,0.848,-0.525
-1.785,0.900,-0.493
-1.685,0.864,-0.350
-1.587,0.763,-0.139
-1.487,0.598,0.100
-1.323,0.345,0.307
-1.041,0.011,0.388
-0.674,-0.312,0.283
-0.360,-0.486,0.024
-0.264,-0.421,-0.287
-0.446,-0.161,-0.549
-0.817,0.156,-0.710
-1.210,0.403,-0.743
-1.525,0.527,-0.637
-1.794,0.547,-0.421
-2.110,0.503,-0.192
-2.499,0.445,-0.068
-2.863,0.438,-0.078
-3.050,0.560,-0.099
-2.978,0.845,0.063
-2.687,1.222,0.487
-2.308,1.526,1.024
-1.963,1.605,1.389
-1.705,1.429,1.392
-1.518,1.106,1.101
-1.356,0.789,0.768
-1.202,0.554,0.599
-1.081,0.366,0.592
-1.027,0.151,0.592
-1.025,-0.104,0.509
-0.996,-0.319,0.429
-0.854,-0.387,0.514
-0.582,-0.228,0.808
-0.253,0.161,1.170
0.030,0.710,1.414
0.223,1.276,1.482
0.365,1.682,1.473
0.529,1.799,1.497
0.750,1.632,1.549
0.994,1.300,1.528
1.186,0.923,1.381
1.262,0.516,1.170
1.175,0.030,1.005
0.903,-0.515,0.936
0.447,-0.969,0.924
-0.147,-1.159,0.918
-0.774,-1.052,0.929
-1.321,-0.800,0.991
-1.728,-0.600,1.086
-2.039,-0.532,1.129
-2.338,-0.517,1.045
-2.660,-0.429,0.842
-2.932,-0.207,0.609
-3.031,0.103,0.452
-2.897,0.389,0.452
-2.577,0.512,0.642
-2.176,0.373,0.982
-1.777,-0.016,1.338
-1.419,-0.494,1.529
-1.140,-0.826,1.474
-0.991,-0.850,1.279
-0.988,-0.587,1.159
-1.070,-0.208,1.222
-1.133,0.111,1.363
-1.114,0.294,1.385
-1.041,0.348,1.234
-0.977,0.295,1.047
-0.950,0.143,0.975
-0.938,-0.078,0.986
-0.919,-0.281,0.910
-0.905,-0.373,0.662
-0.914,-0.325,0.360
-0.929,-0.196,0.190
-0.904,-0.080,0.187
-0.818,-0.017,0.218
-0.701,0.008,0.171
-0.605,0.029,0.110
-0.549,0.062,0.182
-0.518,0.125,0.420
-0.497,0.268,0.664
-0.501,0.557,0.727
-0.560,1.002,0.592
-0.684,1.520,0.427
-0.849,1.978,0.402
-1.036,2.284,0.529
-1.241,2.445,0.660
-1.467,2.528,0.654
-1.671,2.565,0.506
-1.762,2.524,0.347
-1.653,2.340,0.308
-1.338,1.997,0.386
-0.919,1.553,0.430
-0.540,1.105,0.269
-0.301,0.736,-0.116
-0.219,0.481,-0.538
-0.244,0.339,-0.738
-0.311,0.281,-0.606
-0.368,0.259,-0.286
-0.377,0.218,-0.065
-0.334,0.151,-0.132
-0.290,0.139,-0.424
-0.346,0.317,-0.695
-0.587,0.751,-0.721
-1.002,1.339,-0.477
-1.470,1.839,-0.131
-1.837,2.041,0.102
-2.020,1.916,0.136
