SITE CODE= 47254è„âzésíÜÉmñì            ,37.4962,137.2705, 15.86,7.6,45292.6738723, 15.25, 26.04
 LAT.=   37.1063
 LON.=  138.1601
 SAMPLING RATE= 100Hz
 UNIT  = gal(cm/s/s)
INITIAL TIME = 2024 01 01 16 09 10
 NS,EW,UD
1.446,0.615,1.071
1.135,0.580,0.997
0.781,0.484,0.782
0.393,0.366,0.559
0.030,0.242,0.425
-0.228,0.067,0.390
-0.328,-0.229,0.396
-0.272,-0.670,0.377
-0.102,-1.188,0.318
0.125,-1.643,0.265
0.349,-1.896,0.277
0.520,-1.880,0.376
0.604,-1.632,0.535
0.596,-1.264,0.707
0.517,-0.907,0.861
0.399,-0.640,0.981
0.274,-0.464,1.065
0.178,-0.323,1.122
0.153,-0.150,1.168
0.231,0.090,1.217
0.420,0.394,1.260
0.687,0.739,1.281
0.974,1.091,1.267
1.223,1.416,1.228
1.407,1.678,1.177
1.537,1.856,1.121
1.646,1.949,1.069
1.763,1.979,1.031
1.889,1.984,1.015
1.994,1.992,1.010
2.039,2.015,1.001
2.000,2.046,0.977
1.889,2.078,0.940
1.743,2.112,0.897
1.604,2.172,0.849
1.499,2.276,0.798
1.432,2.428,0.746
1.390,2.606,0.698
1.350,2.768,0.666
1.296,2.869,0.668
1.233,2.865,0.710
1.194,2.731,0.774
1.216,2.469,0.826
1.316,2.112,0.836
1.486,1.703,0.777
1.701,1.279,0.643
1.925,0.862,0.471
2.096,0.467,0.345
2.156,0.104,0.341
2.096,-0.215,0.457
1.989,-0.473,0.611
1.936,-0.658,0.718
1.995,-0.765,0.764
2.149,-0.791,0.795
2.362,-0.738,0.854
2.626,-0.622,0.948
2.937,-0.489,1.052
3.253,-0.407,1.142
3.494,-0.415,1.207
3.593,-0.484,1.251
3.540,-0.536,1.295
3.366,-0.505,1.367
3.108,-0.387,1.475
2.793,-0.227,1.593
2.453,-0.069,1.650
2.112,0.068,1.574
1.770,0.182,1.343
1.402,0.275,1.037
0.994,0.350,0.807
0.580,0.419,0.772
0.229,0.499,0.919
-0.001,0.595,1.114
-0.118,0.682,1.216
-0.201,0.705,1.175
-0.344,0.604,1.029
-0.588,0.355,0.821
-0.909,-0.026,0.557
-1.245,-0.496,0.234
-1.541,-1.013,-0.125
-1.749,-1.532,-0.483
-1.817,-1.993,-0.813
-1.709,-2.335,-1.101
-1.446,-2.540,-1.329
-1.121,-2.641,-1.475
-0.840,-2.683,-1.528
-0.654,-2.659,-1.497
-0.540,-2.516,-1.396
-0.439,-2.220,-1.262
-0.297,-1.806,-1.155
-0.066,-1.364,-1.137
0.283,-0.982,-1.208
0.743,-0.697,-1.300
1.251,-0.500,-1.310
1.712,-0.352,-1.178
2.056,-0.226,-0.910
2.274,-0.126,-0.555
2.412,-0.088,-0.182
2.511,-0.140,0.138
2.570,-0.255,0.356
2.544,-0.352,0.466
2.399,-0.360,0.501
2.154,-0.258,0.504
1.886,-0.087,0.497
1.682,0.092,0.482
1.589,0.229,0.458
1.603,0.297,0.434
1.666,0.292,0.420
1.684,0.240,0.417
1.557,0.182,0.395
1.243,0.160,0.298
0.793,0.178,0.092
0.329,0.211,-0.181
-0.041,0.220,-0.419
-0.282,0.180,-0.542
-0.416,0.076,-0.570
-0.467,-0.101,-0.591
-0.451,-0.354,-0.672
-0.390,-0.661,-0.784
-0.300,-0.960,-0.833
-0.174,-1.171,-0.736
0.016,-1.237,-0.475
0.269,-1.164,-0.108
0.537,-1.005,0.245
0.768,-0.813,0.461
0.969,-0.609,0.487
1.206,-0.384,0.373
1.525,-0.129,0.225
1.908,0.132,0.115
2.298,0.358,0.049
2.648,0.507,0.016
2.952,0.542,0.041
3.221,0.453,0.167
3.460,0.258,0.386
3.653,0.014,0.614
3.753,-0.214,0.740
3.681,-0.385,0.697
3.369,-0.479,0.503
2.813,-0.481,0.246
2.104,-0.384,0.030
1.395,-0.228,-0.090
0.831,-0.125,-0.139
0.479,-0.194,-0.180
0.323,-0.488,-0.259
0.289,-0.942,-0.353
0.295,-1.429,-0.388
0.268,-1.826,-0.285
0.141,-2.076,-0.028
-0.125,-2.189,0.286
-0.520,-2.229,0.473
-0.975,-2.271,0.375
-1.405,-2.363,0.009
-1.776,-2.496,-0.421
-2.112,-2.613,-0.664
-2.426,-2.661,-0.616
-2.688,-2.636,-0.392
-2.848,-2.597,-0.192
-2.896,-2.623,-0.122
-2.870,-2.744,-0.115
-2.799,-2.900,-0.045
-2.674,-2.980,0.126
-2.481,-2.910,0.305
-2.256,-2.702,0.396
-2.062,-2.426,0.425
-1.908,-2.123,0.527
-1.699,-1.774,0.795
-1.300,-1.361,1.181
-0.668,-0.939,1.545
0.072,-0.621,1.778
0.710,-0.483,1.865
1.095,-0.480,1.856
1.209,-0.492,1.805
1.122,-0.417,1.730
0.903,-0.237,1.626
0.602,0.007,1.478
0.287,0.289,1.309
0.063,0.603,1.188
0.020,0.932,1.180
0.177,1.207,1.257
0.481,1.330,1.299
0.851,1.216,1.196
1.204,0.844,0.963
1.481,0.272,0.719
1.650,-0.373,0.582
1.715,-0.944,0.576
1.703,-1.347,0.655
1.643,-1.576,0.758
1.553,-1.703,0.840
1.448,-1.815,0.858
1.337,-1.966,0.768
1.216,-2.180,0.545
1.060,-2.458,0.218
0.841,-2.765,-0.118
0.553,-3.021,-0.341
0.231,-3.128,-0.372
-0.048,-3.021,-0.227
-0.203,-2.710,0.016
-0.188,-2.262,0.287
-0.026,-1.762,0.546
0.201,-1.259,0.769
0.396,-0.766,0.922
0.479,-0.280,0.992
0.418,0.183,1.014
0.247,0.586,1.047
0.061,0.900,1.110
-0.038,1.132,1.172
-0.034,1.313,1.194
-0.026,1.457,1.175
-0.163,1.552,1.139
-0.518,1.585,1.089
-1.041,1.565,0.988
-1.614,1.524,0.783
-2.139,1.479,0.451
-2.574,1.428,0.016
-2.907,1.364,-0.460
-3.144,1.286,-0.896
-3.321,1.197,-1.212
-3.511,1.094,-1.355
-3.786,0.975,-1.332
-4.149,0.850,-1.202
-4.511,0.734,-1.044
-4.742,0.635,-0.907
-4.750,0.550,-0.820
-4.514,0.486,-0.809
-4.077,0.463,-0.874
-3.511,0.494,-0.958
-2.898,0.557,-0.961
-2.301,0.606,-0.819
-1.735,0.611,-0.542
-1.187,0.589,-0.190
-0.651,0.583,0.181
-0.171,0.618,0.524
0.198,0.692,0.783
0.440,0.789,0.909
0.598,0.882,0.877
0.743,0.930,0.696
0.934,0.892,0.396
1.198,0.757,0.046
1.508,0.571,-0.251
1.782,0.399,-0.405
1.934,0.291,-0.422
1.928,0.267,-0.399
1.795,0.325,-0.433
1.593,0.454,-0.524
1.370,0.646,-0.604
1.174,0.898,-0.619
1.065,1.212,-0.563
1.090,1.579,-0.449
1.236,1.969,-0.278
1.436,2.360,-0.049
1.628,2.771,0.200
1.781,3.240,0.412
1.878,3.766,0.546
1.872,4.273,0.602
1.696,4.667,0.596
1.337,4.898,0.541
0.856,4.971,0.452
0.365,4.896,0.361
-0.045,4.662,0.297
-0.341,4.264,0.247
-0.530,3.746,0.150
-0.644,3.175,-0.068
-0.725,2.592,-0.438
-0.816,2.005,-0.905
-0.923,1.430,-1.347
-1.000,0.917,-1.621
-0.968,0.518,-1.649
-0.782,0.242,-1.461
-0.471,0.068,-1.167
-0.125,-0.016,-0.882
0.167,0.003,-0.660
0.378,0.129,-0.505
0.545,0.315,-0.412
0.732,0.470,-0.403
0.971,0.516,-0.492
1.245,0.434,-0.644
1.508,0.276,-0.779
1.715,0.142,-0.814
1.826,0.116,-0.710
1.796,0.225,-0.478
1.580,0.426,-0.162
1.172,0.650,0.165
0.633,0.841,0.405
0.067,0.965,0.469
-0.442,1.001,0.339
-0.873,0.945,0.072
-1.240,0.832,-0.246
-1.561,0.737,-0.544
-1.844,0.730,-0.759
-2.114,0.825,-0.823
-2.397,0.974,-0.702
-2.692,1.108,-0.451
-2.942,1.162,-0.198
-3.066,1.085,-0.054
-3.034,0.842,-0.050
-2.876,0.447,-0.144
-2.655,-0.009,-0.280
-2.420,-0.397,-0.406
-2.205,-0.629,-0.473
-2.038,-0.710,-0.453
-1.933,-0.703,-0.382
-1.877,-0.666,-0.343
-1.837,-0.621,-0.402
-1.780,-0.572,-0.557
-1.697,-0.519,-0.759
-1.596,-0.449,-0.969
-1.471,-0.341,-1.175
-1.307,-0.181,-1.354
-1.090,0.018,-1.466
-0.831,0.235,-1.485
-0.541,0.459,-1.425
-0.235,0.688,-1.321
0.061,0.903,-1.195
0.292,1.089,-1.057
0.405,1.250,-0.917
0.391,1.423,-0.798
0.305,1.641,-0.704
0.210,1.891,-0.621
0.124,2.125,-0.539
0.005,2.307,-0.466
-0.197,2.447,-0.406
-0.508,2.577,-0.354
-0.922,2.717,-0.302
-1.417,2.866,-0.262
-1.969,3.011,-0.262
-2.540,3.142,-0.315
-3.095,3.248,-0.420
-3.603,3.323,-0.577
-4.043,3.369,-0.778
-4.416,3.408,-0.981
-4.739,3.452,-1.118
-5.030,3.501,-1.148
-5.286,3.536,-1.092
-5.492,3.535,-0.998
-5.652,3.475,-0.889
-5.789,3.327,-0.761
-5.915,3.077,-0.622
-6.004,2.729,-0.514
-6.018,2.299,-0.481
-5.958,1.791,-0.523
-5.864,1.208,-0.611
-5.771,0.572,-0.718
-5.674,-0.066,-0.828
-5.557,-0.660,-0.903
-5.425,-1.195,-0.889
-5.308,-1.685,-0.753
-5.209,-2.130,-0.542
-5.088,-2.506,-0.354
-4.895,-2.784,-0.245
-4.635,-2.950,-0.186
-4.368,-2.989,-0.092
-4.154,-2.871,0.094
-4.008,-2.583,0.368
-3.903,-2.180,0.694
-3.811,-1.779,1.037
-3.717,-1.489,1.352
-3.601,-1.337,1.569
-3.452,-1.273,1.634
-3.294,-1.238,1.560
-3.188,-1.204,1.423
-3.186,-1.164,1.289
-3.250,-1.095,1.161
-3.270,-0.974,1.007
-3.145,-0.814,0.827
-2.865,-0.675,0.667
-2.497,-0.606,0.572
-2.123,-0.612,0.530
-1.804,-0.661,0.500
-1.595,-0.732,0.474
-1.559,-0.821,0.487
-1.710,-0.912,0.554
-1.969,-0.976,0.617
-2.182,-1.001,0.580
-2.229,-1.020,0.402
-2.108,-1.073,0.140
-1.911,-1.153,-0.106
-1.730,-1.206,-0.266
-1.597,-1.202,-0.321
-1.507,-1.181,-0.273
-1.466,-1.212,-0.135
-1.481,-1.296,0.049
-1.527,-1.343,0.208
-1.542,-1.247,0.291
-1.478,-0.983,0.307
-1.345,-0.618,0.297
-1.185,-0.236,0.291
-1.027,0.127,0.278
-0.869,0.466,0.249
-0.715,0.762,0.231
-0.603,0.979,0.286
-0.576,1.111,0.439
-0.639,1.203,0.625
-0.749,1.322,0.716
-0.870,1.497,0.611
-1.015,1.720,0.315
-1.220,1.982,-0.061
-1.481,2.298,-0.371
-1.743,2.677,-0.509
-1.949,3.080,-0.449
-2.105,3.427,-0.232
-2.270,3.657,0.073
-2.478,3.764,0.396
-2.688,3.783,0.678
-2.819,3.731,0.876
-2.825,3.583,0.973
-2.732,3.304,0.979
-2.604,2.883,0.921
-2.486,2.345,0.842
-2.390,1.720,0.785
-2.311,1.029,0.791
-2.255,0.301,0.888
-2.225,-0.404,1.078
-2.210,-1.007,1.325
-2.177,-1.443,1.562
-2.089,-1.694,1.719
-1.930,-1.796,1.760
-1.703,-1.804,1.691
-1.427,-1.772,1.545
-1.126,-1.733,1.350
-0.824,-1.701,1.136
-0.544,-1.677,0.973
-0.303,-1.653,0.970
-0.111,-1.623,1.214
0.032,-1.581,1.670
0.127,-1.534,2.165
0.154,-1.494,2.491
0.063,-1.467,2.555
-0.180,-1.423,2.432
-0.548,-1.299,2.287
-0.932,-1.038,2.219
-1.208,-0.641,2.197
-1.313,-0.170,2.096
-1.259,0.292,1.839
-1.104,0.709,1.488
-0.906,1.101,1.218
-0.719,1.505,1.181
-0.603,1.919,1.385
-0.610,2.291,1.683
-0.764,2.551,1.891
-1.041,2.653,1.920
-1.392,2.600,1.801
-1.773,2.440,1.604
-2.170,2.225,1.348
-2.594,1.977,0.994
-3.050,1.685,0.514
-3.499,1.332,-0.019
-3.861,0.934,-0.426
-4.052,0.526,-0.524
-4.034,0.125,-0.259
-3.835,-0.302,0.225
-3.521,-0.796,0.659
-3.147,-1.354,0.818
-2.736,-1.896,0.674
-2.302,-2.313,0.413
-1.891,-2.533,0.294
-1.597,-2.563,0.444
-1.510,-2.474,0.777
-1.660,-2.347,1.094
-1.982,-2.229,1.251
-2.350,-2.099,1.234
-2.632,-1.895,1.103
-2.752,-1.554,0.908
-2.742,-1.070,0.659
-2.725,-0.509,0.365
-2.830,0.046,0.064
-3.089,0.552,-0.175
-3.406,1.025,-0.270
-3.626,1.473,-0.175
-3.640,1.854,0.065
-3.438,2.091,0.299
-3.090,2.144,0.352
-2.705,2.052,0.153
-2.408,1.907,-0.193
-2.292,1.794,-0.483
-2.365,1.746,-0.560
-2.540,1.729,-0.401
-2.694,1.665,-0.085
-2.758,1.491,0.296
-2.729,1.215,0.658
-2.619,0.919,0.900
-2.406,0.675,0.910
-2.061,0.461,0.647
-1.606,0.155,0.211
-1.125,-0.346,-0.203
-0.703,-1.021,-0.439
-0.366,-1.724,-0.467
-0.077,-2.288,-0.353
0.203,-2.606,-0.160
0.483,-2.634,0.100
0.760,-2.364,0.443
1.038,-1.830,0.842
1.326,-1.152,1.211
1.612,-0.521,1.429
1.866,-0.102,1.395
2.065,0.070,1.100
2.218,0.089,0.673
2.338,0.098,0.331
2.419,0.190,0.248
2.434,0.383,0.427
2.365,0.646,0.711
2.228,0.923,0.911
2.056,1.146,0.952
1.868,1.263,0.884
1.658,1.267,0.780
1.407,1.198,0.641
1.111,1.110,0.399
0.797,1.040,0.039
0.525,1.013,-0.335
0.361,1.061,-0.539
0.352,1.203,-0.462
0.496,1.401,-0.201
0.730,1.561,-0.014
0.940,1.589,-0.108
1.005,1.475,-0.445
0.875,1.324,-0.748
0.617,1.302,-0.750
0.391,1.512,-0.438
0.338,1.914,-0.060
0.474,2.343,0.127
0.669,2.635,0.092
0.759,2.768,0.012
0.673,2.852,0.063
0.471,2.989,0.251
0.255,3.147,0.438
0.055,3.169,0.499
-0.166,2.938,0.399
-0.434,2.490,0.175
-0.697,1.979,-0.129
-0.889,1.514,-0.455
-1.013,1.079,-0.714
-1.133,0.594,-0.805
-1.277,0.027,-0.693
-1.391,-0.559,-0.442
-1.405,-1.081,-0.175
-1.337,-1.509,-0.000
-1.280,-1.855,0.016
-1.300,-2.108,-0.161
-1.365,-2.214,-0.520
-1.403,-2.136,-0.952
-1.400,-1.917,-1.252
-1.390,-1.658,-1.236
-1.377,-1.456,-0.886
-1.288,-1.353,-0.375
-1.061,-1.349,0.065
-0.735,-1.431,0.285
-0.435,-1.568,0.257
-0.258,-1.692,0.016
-0.207,-1.723,-0.380
-0.242,-1.629,-0.859
-0.360,-1.437,-1.325
-0.589,-1.196,-1.669
-0.910,-0.922,-1.787
-1.235,-0.603,-1.603
-1.455,-0.244,-1.134
-1.522,0.117,-0.539
-1.458,0.429,-0.067
-1.316,0.656,0.104
-1.130,0.781,-0.010
-0.916,0.800,-0.223
-0.672,0.722,-0.329
-0.397,0.569,-0.234
-0.096,0.350,0.018
0.229,0.058,0.330
0.572,-0.304,0.632
0.928,-0.683,0.905
1.279,-0.991,1.124
1.587,-1.172,1.210
1.804,-1.252,1.073
1.887,-1.321,0.693
1.816,-1.445,0.176
1.619,-1.610,-0.309
1.369,-1.738,-0.636
1.146,-1.740,-0.786
0.997,-1.572,-0.813
0.907,-1.241,-0.766
0.830,-0.788,-0.657
0.723,-0.275,-0.509
0.575,0.233,-0.391
0.393,0.671,-0.383
0.190,0.990,-0.484
-0.016,1.168,-0.594
-0.180,1.234,-0.606
-0.235,1.255,-0.509
-0.146,1.287,-0.370
0.037,1.329,-0.257
0.203,1.331,-0.190
0.260,1.259,-0.174
0.218,1.127,-0.242
0.158,0.972,-0.427
0.144,0.790,-0.697
0.168,0.537,-0.958
0.193,0.188,-1.109
0.218,-0.226,-1.137
0.292,-0.635,-1.123
0.466,-0.989,-1.173
0.726,-1.281,-1.307
1.015,-1.521,-1.444
1.284,-1.714,-1.493
1.536,-1.857,-1.462
1.785,-1.972,-1.459
2.013,-2.106,-1.583
2.187,-2.291,-1.812
2.317,-2.485,-2.008
2.468,-2.578,-2.027
2.673,-2.453,-1.834
2.855,-2.082,-1.516
2.892,-1.540,-1.212
2.737,-0.950,-1.001
2.483,-0.410,-0.868
2.287,0.028,-0.729
2.248,0.337,-0.516
2.339,0.496,-0.215
2.459,0.509,0.120
2.507,0.423,0.411
2.436,0.309,0.595
2.255,0.231,0.675
1.987,0.214,0.705
1.630,0.251,0.719
1.179,0.312,0.669
0.667,0.356,0.462
0.170,0.349,0.085
-0.225,0.281,-0.346
-0.448,0.186,-0.671
-0.438,0.131,-0.807
-0.164,0.156,-0.782
0.317,0.229,-0.685
0.839,0.255,-0.609
1.225,0.154,-0.626
1.420,-0.089,-0.769
1.511,-0.431,-1.009
1.619,-0.832,-1.285
1.780,-1.273,-1.550
1.926,-1.721,-1.778
1.963,-2.114,-1.930
1.851,-2.401,-1.941
1.625,-2.582,-1.792
1.370,-2.701,-1.563
1.177,-2.787,-1.379
1.081,-2.834,-1.312
1.057,-2.813,-1.314
1.050,-2.687,-1.280
1.028,-2.427,-1.145
0.998,-2.032,-0.923
0.993,-1.568,-0.677
1.057,-1.160,-0.451
1.218,-0.912,-0.245
1.468,-0.835,-0.044
1.754,-0.849,0.132
1.999,-0.861,0.239
2.134,-0.820,0.248
2.117,-0.716,0.194
1.952,-0.541,0.152
1.698,-0.291,0.180
1.450,0.011,0.272
1.301,0.317,0.358
1.285,0.578,0.362
1.375,0.780,0.263
1.515,0.941,0.130
1.647,1.073,0.075
1.739,1.154,0.155
1.789,1.130,0.320
1.835,0.961,0.457
1.929,0.652,0.496
2.115,0.261,0.462
2.404,-0.133,0.404
2.787,-0.460,0.317
3.242,-0.692,0.152
3.720,-0.856,-0.099
4.148,-0.999,-0.364
4.468,-1.129,-0.541
4.678,-1.193,-0.574
4.818,-1.124,-0.476
4.914,-0.910,-0.290
4.949,-0.609,-0.069
4.906,-0.291,0.121
4.806,0.016,0.219
4.689,0.310,0.210
4.562,0.580,0.145
4.382,0.804,0.106
4.114,0.977,0.141
3.790,1.120,0.223
3.493,1.237,0.277
3.290,1.300,0.239
3.172,1.271,0.080
3.083,1.148,-0.196
2.980,0.970,-0.577
2.862,0.768,-1.035
2.735,0.546,-1.498
2.579,0.309,-1.866
2.366,0.088,-2.072
2.110,-0.074,-2.123
1.872,-0.165,-2.075
1.712,-0.218,-1.984
1.648,-0.278,-1.882
1.668,-0.359,-1.798
1.755,-0.431,-1.760
1.896,-0.461,-1.773
2.059,-0.443,-1.812
2.188,-0.392,-1.845
2.249,-0.315,-1.857
2.249,-0.199,-1.839
2.212,-0.018,-1.775
2.157,0.246,-1.656
2.095,0.592,-1.497
2.054,0.984,-1.336
2.079,1.352,-1.213
2.213,1.608,-1.152
2.477,1.690,-1.162
2.857,1.599,-1.241
3.309,1.389,-1.370
3.758,1.124,-1.508
4.136,0.840,-1.598
4.405,0.546,-1.584
4.565,0.239,-1.436
4.636,-0.089,-1.173
4.637,-0.460,-0.875
4.594,-0.881,-0.671
4.544,-1.322,-0.672
4.509,-1.716,-0.893
4.476,-1.995,-1.220
4.404,-2.114,-1.487
4.270,-2.065,-1.585
4.091,-1.862,-1.521
3.898,-1.554,-1.365
3.709,-1.216,-1.172
3.528,-0.902,-0.955
3.372,-0.605,-0.736
3.270,-0.273,-0.568
3.213,0.115,-0.510
3.145,0.512,-0.556
3.001,0.829,-0.626
2.782,1.020,-0.621
2.554,1.096,-0.507
2.390,1.085,-0.333
2.309,0.987,-0.185
2.267,0.793,-0.116
2.206,0.527,-0.126
2.110,0.248,-0.186
2.016,0.006,-0.262
1.979,-0.202,-0.323
2.020,-0.412,-0.349
2.117,-0.647,-0.352
2.234,-0.891,-0.384
2.354,-1.104,-0.494
2.467,-1.245,-0.680
2.550,-1.295,-0.871
2.576,-1.244,-0.984
2.541,-1.095,-0.990
2.485,-0.875,-0.936
2.451,-0.644,-0.903
2.435,-0.476,-0.942
2.396,-0.429,-1.044
2.313,-0.504,-1.169
2.221,-0.652,-1.297
2.169,-0.809,-1.431
2.153,-0.928,-1.555
2.107,-0.995,-1.613
1.968,-1.009,-1.549
1.743,-0.977,-1.369
1.508,-0.920,-1.155
1.332,-0.868,-0.998
1.221,-0.834,-0.917
1.137,-0.787,-0.856
1.041,-0.655,-0.754
0.910,-0.376,-0.600
0.716,0.042,-0.429
0.419,0.513,-0.277
0.014,0.935,-0.152
-0.427,1.251,-0.034
-0.770,1.476,0.088
-0.916,1.655,0.199
-0.855,1.809,0.254
-0.663,1.915,0.216
-0.423,1.946,0.092
-0.178,1.905,-0.059
0.068,1.826,-0.160
0.330,1.737,-0.167
0.617,1.632,-0.080
0.929,1.485,0.052
1.266,1.275,0.151
1.632,0.995,0.173
2.025,0.653,0.149
2.416,0.264,0.156
2.764,-0.147,0.219
3.053,-0.551,0.271
3.301,-0.934,0.225
3.523,-1.300,0.093
3.699,-1.660,-0.030
3.802,-1.994,-0.059
3.844,-2.260,0.014
3.881,-2.428,0.139
3.943,-2.512,0.265
3.996,-2.548,0.368
3.979,-2.527,0.447
3.863,-2.401,0.522
3.679,-2.138,0.613
3.481,-1.783,0.705
3.309,-1.432,0.757
3.166,-1.154,0.749
3.035,-0.953,0.707
2.895,-0.803,0.675
2.754,-0.699,0.667
2.636,-0.668,0.672
2.563,-0.730,0.673
2.534,-0.875,0.656
2.535,-1.058,0.591
2.553,-1.226,0.449
2.570,-1.336,0.240
2.554,-1.371,0.019
2.490,-1.328,-0.156
2.399,-1.200,-0.240
2.324,-0.971,-0.200
2.275,-0.650,-0.016
2.228,-0.294,0.277
2.158,0.007,0.585
2.081,0.176,0.812
2.024,0.181,0.916
1.999,0.041,0.906
2.003,-0.186,0.792
2.033,-0.420,0.587
2.078,-0.593,0.347
2.104,-0.687,0.153
2.076,-0.730,0.059
2.002,-0.753,0.044
1.937,-0.759,0.057
1.943,-0.735,0.080
2.037,-0.684,0.145
2.191,-0.628,0.284
2.352,-0.580,0.472
2.461,-0.535,0.623
2.464,-0.490,0.651
2.337,-0.445,0.559
2.104,-0.392,0.438
1.843,-0.297,0.397
1.644,-0.127,0.464
1.550,0.114,0.563
1.531,0.386,0.600
1.513,0.647,0.537
1.435,0.898,0.418
1.300,1.179,0.323
1.165,1.510,0.311
1.085,1.856,0.378
1.076,2.135,0.449
1.125,2.279,0.448
1.210,2.286,0.380
1.311,2.223,0.345
1.392,2.173,0.432
1.414,2.182,0.622
1.350,2.231,0.806
1.207,2.269,0.901
1.020,2.241,0.923
0.841,2.128,0.934
0.716,1.948,0.959
0.656,1.733,0.956
0.621,1.488,0.869
0.531,1.202,0.685
0.328,0.884,0.462
0.010,0.593,0.308
-0.375,0.411,0.297
-0.769,0.379,0.396
-1.135,0.460,0.476
-1.457,0.587,0.438
-1.733,0.733,0.320
-1.975,0.936,0.260
-2.178,1.250,0.332
-2.314,1.683,0.469
-2.359,2.160,0.553
-2.337,2.562,0.553
-2.319,2.796,0.546
-2.356,2.845,0.604
-2.416,2.739,0.709
-2.424,2.487,0.778
-2.356,2.053,0.758
-2.263,1.418,0.669
-2.220,0.657,0.567
-2.260,-0.073,0.477
-2.386,-0.640,0.364
-2.605,-1.036,0.176
-2.915,-1.339,-0.093
-3.259,-1.609,-0.372
-3.526,-1.824,-0.563
-3.612,-1.931,-0.626
-3.489,-1.910,-0.605
-3.220,-1.792,-0.571
-2.903,-1.598,-0.558
-2.615,-1.301,-0.553
-2.373,-0.843,-0.544
-2.160,-0.192,-0.540
-1.957,0.626,-0.544
-1.757,1.531,-0.526
-1.555,2.438,-0.437
-1.321,3.305,-0.247
-1.022,4.132,0.035
-0.663,4.902,0.376
-0.292,5.552,0.726
0.039,5.989,1.018
0.311,6.156,1.180
0.532,6.057,1.164
0.691,5.740,0.976
0.745,5.263,0.686
0.644,4.682,0.419
0.391,4.059,0.301
0.063,3.444,0.382
-0.225,2.858,0.593
-0.389,2.294,0.783
-0.419,1.752,0.835
-0.366,1.241,0.744
-0.293,0.781,0.592
-0.224,0.391,0.460
-0.151,0.091,0.371
-0.063,-0.105,0.309
0.052,-0.193,0.280
0.197,-0.161,0.323
0.378,0.020,0.466
0.574,0.385,0.687
0.738,0.923,0.917
0.803,1.562,1.101
0.730,2.199,1.229
0.527,2.762,1.336
0.258,3.207,1.460
0.007,3.493,1.606
-0.162,3.570,1.735
-0.238,3.414,1.768
-0.238,3.067,1.620
-0.188,2.631,1.282
-0.119,2.214,0.866
-0.079,1.875,0.562
-0.124,1.608,0.500
-0.271,1.373,0.649
-0.469,1.120,0.857
-0.630,0.824,0.986
-0.690,0.497,1.010
-0.638,0.186,0.994
-0.494,-0.057,1.007
-0.289,-0.212,1.067
-0.073,-0.313,1.151
0.067,-0.418,1.224
0.046,-0.551,1.275
-0.171,-0.683,1.326
-0.537,-0.772,1.414
-0.949,-0.813,1.548
-1.310,-0.830,1.683
-1.565,-0.835,1.753
-1.716,-0.796,1.730
-1.793,-0.675,1.642
-1.824,-0.468,1.527
-1.819,-0.240,1.390
-1.785,-0.096,1.210
-1.754,-0.124,0.998
-1.773,-0.348,0.794
-1.857,-0.702,0.644
-1.968,-1.075,0.556
-2.055,-1.380,0.523
-2.099,-1.606,0.536
-2.119,-1.794,0.571
-2.139,-1.971,0.578
-2.160,-2.106,0.517
-2.190,-2.142,0.400
-2.267,-2.034,0.299
-2.414,-1.767,0.281
-2.593,-1.350,0.367
-2.714,-0.828,0.537
-2.712,-0.279,0.750
-2.587,0.218,0.956
-2.373,0.631,1.117
-2.103,0.983,1.229
-1.809,1.310,1.332
-1.544,1.605,1.461
-1.360,1.822,1.594
-1.248,1.916,1.664
-1.139,1.871,1.634
-0.978,1.701,1.542
-0.789,1.452,1.465
-0.654,1.205,1.435
-0.652,1.044,1.431
-0.813,1.010,1.432
-1.125,1.066,1.460
-1.542,1.147,1.551
-1.981,1.225,1.687
-2.338,1.317,1.781
-2.547,1.437,1.747
-2.622,1.553,1.566
-2.631,1.629,1.291
-2.624,1.683,0.991
-2.605,1.778,0.712
-2.572,1.949,0.480
-2.553,2.153,0.319
-2.593,2.309,0.255
-2.705,2.367,0.305
-2.857,2.340,0.467
-3.007,2.265,0.701
-3.132,2.172,0.930
-3.235,2.088,1.067
-3.313,2.042,1.069
-3.339,2.046,0.963
-3.272,2.069,0.822
-3.090,2.043,0.712
-2.802,1.911,0.656
-2.451,1.655,0.647
-2.085,1.288,0.666
-1.742,0.846,0.691
-1.436,0.377,0.694
-1.172,-0.043,0.645
-0.963,-0.338,0.538
-0.830,-0.449,0.409
-0.789,-0.359,0.318
-0.834,-0.091,0.313
-0.935,0.287,0.391
-1.053,0.678,0.507
-1.164,0.979,0.614
-1.278,1.124,0.704
-1.419,1.121,0.788
-1.606,1.027,0.847
-1.832,0.911,0.811
-2.070,0.805,0.617
-2.299,0.707,0.293
-2.512,0.610,-0.032
-2.716,0.523,-0.203
-2.907,0.467,-0.141
-3.067,0.442,0.102
-3.174,0.422,0.385
-3.224,0.389,0.561
-3.257,0.359,0.563
-3.348,0.380,0.423
-3.561,0.490,0.210
-3.896,0.670,-0.033
-4.265,0.843,-0.309
-4.550,0.918,-0.595
-4.669,0.843,-0.823
-4.625,0.640,-0.923
-4.483,0.384,-0.901
-4.333,0.152,-0.853
-4.249,-0.017,-0.878
-4.274,-0.126,-1.005
-4.401,-0.188,-1.189
-4.572,-0.212,-1.361
-4.711,-0.205,-1.479
-4.782,-0.205,-1.540
